"Frequency (Hz)";"Absolute Amplitude (a.u.)"
1.912500000E4;5.130814952E-3
1.914843750E4;3.815442439E-4
1.917187500E4;3.355941018E-3
1.919531250E4;3.225906179E-3
1.921875000E4;4.340478183E-3
1.924218750E4;9.358104519E-4
1.926562500E4;1.732702489E-3
1.928906250E4;1.088547082E-3
1.931250000E4;3.822187402E-3
1.933593750E4;7.510334247E-4
1.935937500E4;2.220197841E-3
1.938281250E4;5.522246014E-3
1.940625000E4;2.355005569E-3
1.942968750E4;1.767249909E-3
1.945312500E4;5.478039470E-4
1.947656250E4;5.190786468E-3
1.950000000E4;1.416236934E-3
1.952343750E4;2.067910831E-3
1.954687500E4;2.468577397E-3
1.957031250E4;2.201226538E-3
1.959375000E4;1.645546427E-3
1.961718750E4;8.787366009E-4
1.964062500E4;1.167940178E-3
1.966406250E4;4.236208929E-3
1.968750000E4;2.774816528E-3
1.971093750E4;2.184478509E-3
1.973437500E4;4.800534422E-3
1.975781250E4;3.779022223E-3
1.978125000E4;1.973312478E-3
1.980468750E4;2.181082667E-3
1.982812500E4;1.148931171E-3
1.985156250E4;5.833409749E-3
1.987500000E4;4.948713248E-3
1.989843750E4;3.905574742E-4
1.992187500E4;5.596908857E-3
1.994531250E4;3.333664306E-3
1.996875000E4;5.786876147E-3
1.999218750E4;2.362402053E-3
2.001562500E4;3.166543852E-3
2.003906250E4;2.757863566E-3
2.006250000E4;2.336701935E-3
2.008593750E4;3.702590958E-3
2.010937500E4;1.703749084E-3
2.013281250E4;3.405174190E-3
2.015625000E4;4.599010383E-3
2.017968750E4;5.478750744E-3
2.020312500E4;2.799776585E-3
2.022656250E4;4.313788269E-3
2.025000000E4;3.062302203E-3
2.027343750E4;2.363229844E-3
2.029687500E4;4.686803948E-3
2.032031250E4;2.451788968E-3
2.034375000E4;6.309248474E-3
2.036718750E4;2.711226290E-3
2.039062500E4;5.037378379E-3
2.041406250E4;3.737946609E-3
2.043750000E4;1.889933037E-3
2.046093750E4;2.199465701E-3
2.048437500E4;5.338528816E-4
2.050781250E4;3.292446631E-3
2.053125000E4;4.408166986E-3
2.055468750E4;2.532055371E-3
2.057812500E4;2.650584080E-3
2.060156250E4;3.236089032E-3
2.062500000E4;4.428888765E-3
2.064843750E4;2.502250374E-3
2.067187500E4;3.057226998E-3
2.069531250E4;8.791036371E-4
2.071875000E4;4.981085640E-4
2.074218750E4;4.232135162E-3
2.076562500E4;7.379371756E-4
2.078906250E4;2.154795813E-3
2.081250000E4;1.554172387E-3
2.083593750E4;2.643853758E-3
2.085937500E4;1.642770573E-3
2.088281250E4;1.529848100E-3
2.090625000E4;6.065879492E-4
2.092968750E4;2.866745369E-3
2.095312500E4;2.812749087E-3
2.097656250E4;1.943358310E-3
2.100000000E4;1.275536582E-3
2.102343750E4;1.678463180E-3
2.104687500E4;1.525478367E-3
2.107031250E4;2.373475102E-3
2.109375000E4;8.254731705E-4
2.111718750E4;1.938619286E-3
2.114062500E4;1.155741828E-3
2.116406250E4;1.560035336E-3
2.118750000E4;1.894292894E-3
2.121093750E4;7.260829320E-4
2.123437500E4;1.478580303E-3
2.125781250E4;1.447911555E-3
2.128125000E4;1.433690114E-3
2.130468750E4;9.628779320E-4
2.132812500E4;1.074481327E-3
2.135156250E4;1.193004577E-3
2.137500000E4;1.457061340E-3
2.139843750E4;1.479867521E-3
2.142187500E4;8.861332102E-4
2.144531250E4;1.819938615E-3
2.146875000E4;1.400482343E-3
2.149218750E4;1.352051947E-3
2.151562500E4;1.069434099E-3
2.153906250E4;1.611666871E-3
2.156250000E4;9.192119079E-4
2.158593750E4;1.297797356E-3
2.160937500E4;1.178708674E-3
2.163281250E4;1.333822506E-3
2.165625000E4;1.392841042E-3
2.167968750E4;1.092560889E-3
2.170312500E4;1.288229796E-3
2.172656250E4;1.669213638E-3
2.175000000E4;1.385024520E-3
2.177343750E4;1.438557008E-3
2.179687500E4;1.430271265E-3
2.182031250E4;1.260580278E-3
2.184375000E4;1.158097821E-3
2.186718750E4;9.865975512E-4
2.189062500E4;1.219708527E-3
2.191406250E4;1.223887622E-3
2.193750000E4;1.333278796E-3
2.196093750E4;1.118493311E-3
2.198437500E4;1.240030803E-3
2.200781250E4;1.302044870E-3
2.203125000E4;1.268678498E-3
2.205468750E4;1.003651374E-3
2.207812500E4;1.159982141E-3
2.210156250E4;1.289345711E-3
2.212500000E4;1.214697188E-3
2.214843750E4;1.252755452E-3
2.217187500E4;1.149255093E-3
2.219531250E4;1.229272117E-3
2.221875000E4;1.170177185E-3
2.224218750E4;1.139072067E-3
2.226562500E4;1.182811006E-3
2.228906250E4;1.174510463E-3
2.231250000E4;1.095064629E-3
2.233593750E4;1.161468518E-3
2.235937500E4;1.210975268E-3
2.238281250E4;1.227995637E-3
2.240625000E4;1.230634573E-3
2.242968750E4;1.214309789E-3
2.245312500E4;1.246637029E-3
2.247656250E4;1.258358303E-3
2.250000000E4;1.142466035E-3
2.252343750E4;1.192314894E-3
2.254687500E4;1.189352352E-3
2.257031250E4;1.198113803E-3
2.259375000E4;1.176765208E-3
2.261718750E4;1.208534795E-3
2.264062500E4;1.176306589E-3
2.266406250E4;1.176230126E-3
2.268750000E4;1.150902960E-3
2.271093750E4;1.229024174E-3
2.273437500E4;1.227299214E-3
2.275781250E4;1.184230836E-3
2.278125000E4;1.148159137E-3
2.280468750E4;1.201787905E-3
2.282812500E4;1.176519761E-3
2.285156250E4;1.177836136E-3
2.287500000E4;1.168883064E-3
2.289843750E4;1.192971361E-3
2.292187500E4;1.192131186E-3
2.294531250E4;1.175595974E-3
2.296875000E4;1.160708178E-3
2.299218750E4;1.197650520E-3
2.301562500E4;1.181746749E-3
2.303906250E4;1.174841639E-3
2.306250000E4;1.200679974E-3
2.308593750E4;1.187350436E-3
2.310937500E4;1.168773475E-3
2.313281250E4;1.138095836E-3
2.315625000E4;1.178608012E-3
2.317968750E4;1.178213951E-3
2.320312500E4;1.192631956E-3
2.322656250E4;1.194610727E-3
2.325000000E4;1.140412511E-3
2.327343750E4;1.172835826E-3
2.329687500E4;1.181991745E-3
2.332031250E4;1.215637925E-3
2.334375000E4;1.168400538E-3
2.336718750E4;1.200158516E-3
2.339062500E4;1.175655346E-3
2.341406250E4;1.164759095E-3
2.343750000E4;1.121648203E-3
2.346093750E4;1.184866207E-3
2.348437500E4;1.200193535E-3
2.350781250E4;1.204029425E-3
2.353125000E4;1.181865238E-3
2.355468750E4;1.178750849E-3
2.357812500E4;1.175430939E-3
2.360156250E4;1.167937292E-3
2.362500000E4;1.181780969E-3
2.364843750E4;1.190645392E-3
2.367187500E4;1.210913922E-3
2.369531250E4;1.151686882E-3
2.371875000E4;1.170746965E-3
2.374218750E4;1.144155740E-3
2.376562500E4;1.157657705E-3
2.378906250E4;1.192684360E-3
2.381250000E4;1.158441678E-3
2.383593750E4;1.192910066E-3
2.385937500E4;1.200010512E-3
2.388281250E4;1.172855669E-3
2.390625000E4;1.158589938E-3
2.392968750E4;1.140621647E-3
2.395312500E4;1.222587067E-3
2.397656250E4;1.171376805E-3
