"Time (s)";"Recording (a.u.)"
1.560416667E-2;2.592054196E-3
1.562500000E-2;3.021675861E-3
1.564583333E-2;2.073039534E-3
1.566666667E-2;2.078623045E-3
1.568750000E-2;2.756483387E-3
1.570833333E-2;2.548589138E-3
1.572916667E-2;2.827170538E-3
1.575000000E-2;3.466783091E-3
1.577083333E-2;2.815735992E-3
1.579166667E-2;2.324045636E-3
1.581250000E-2;2.888868097E-3
1.583333333E-2;2.749861684E-3
1.585416667E-2;2.042168286E-3
1.587500000E-2;2.391238464E-3
1.589583333E-2;2.907376504E-3
1.591666667E-2;2.266690368E-3
1.593750000E-2;1.553959679E-3
1.595833333E-2;2.183206612E-3
1.597916667E-2;3.168726573E-3
1.600000000E-2;2.489630366E-3
1.602083333E-2;1.399694826E-3
1.604166667E-2;2.199623967E-3
1.606250000E-2;3.098979825E-3
1.608333333E-2;2.369134920E-3
1.610416667E-2;1.834971830E-3
1.612500000E-2;2.473711269E-3
1.614583333E-2;2.718895674E-3
1.616666667E-2;2.226133598E-3
1.618750000E-2;2.513212385E-3
1.620833333E-2;2.998860087E-3
1.622916667E-2;2.328795614E-3
1.625000000E-2;1.377212815E-3
1.627083333E-2;1.135304803E-3
1.629166667E-2;1.495285193E-3
1.631250000E-2;2.269694116E-3
1.633333333E-2;2.811276587E-3
1.635416667E-2;1.593434368E-3
1.637500000E-2;1.905925456E-4
1.639583333E-2;1.558501157E-3
1.641666667E-2;3.296559677E-3
1.643750000E-2;2.278018976E-3
1.645833333E-2;7.239778643E-4
1.647916667E-2;1.370213227E-3
1.650000000E-2;1.998698572E-3
1.652083333E-2;1.109032775E-3
1.654166667E-2;9.541992913E-4
1.656250000E-2;1.695399755E-3
1.658333333E-2;1.499519567E-3
1.660416667E-2;1.413216814E-4
1.662500000E-2;-1.107305616E-5
1.664583333E-2;8.676016587E-4
1.666666667E-2;3.325240104E-4
1.668750000E-2;-4.149072920E-4
1.670833333E-2;-3.451693337E-4
1.672916667E-2;-8.317354514E-5
1.675000000E-2;1.779160812E-5
1.677083333E-2;6.815276720E-5
1.679166667E-2;2.230502578E-4
1.681250000E-2;1.391287078E-4
1.683333333E-2;3.861720907E-4
1.685416667E-2;7.111679297E-4
1.687500000E-2;1.741047017E-4
1.689583333E-2;-3.713302431E-4
1.691666667E-2;5.994957974E-6
1.693750000E-2;4.790187086E-5
1.695833333E-2;-7.933420129E-4
1.697916667E-2;-4.929977003E-4
1.700000000E-2;6.659529754E-4
1.702083333E-2;1.716454426E-4
1.704166667E-2;-1.513530733E-3
1.706250000E-2;-1.248856657E-3
1.708333333E-2;1.023842720E-3
1.710416667E-2;1.361400587E-3
1.712500000E-2;-6.938875304E-4
1.714583333E-2;-2.171247965E-3
1.716666667E-2;-1.528032008E-3
1.718750000E-2;3.987378150E-4
1.720833333E-2;7.671696367E-4
1.722916667E-2;-8.532447973E-4
1.725000000E-2;-1.772538875E-3
1.727083333E-2;-3.505409113E-4
1.729166667E-2;9.465246112E-4
1.731250000E-2;-1.422635105E-4
1.733333333E-2;-1.028630184E-3
1.735416667E-2;-6.107381196E-4
1.737500000E-2;-8.277010056E-5
1.739583333E-2;2.774032509E-5
1.741666667E-2;-6.631243741E-4
1.743750000E-2;-8.657425060E-4
1.745833333E-2;1.688552147E-4
1.747916667E-2;6.424971507E-4
1.750000000E-2;-1.291794179E-4
1.752083333E-2;-5.198226427E-4
1.754166667E-2;-1.084830874E-4
1.756250000E-2;1.352308391E-5
1.758333333E-2;-5.337070907E-4
1.760416667E-2;-2.837557986E-4
1.762500000E-2;1.077203313E-3
1.764583333E-2;1.153949415E-3
1.766666667E-2;-1.238684054E-4
1.768750000E-2;-5.324922386E-4
1.770833333E-2;3.935502900E-4
1.772916667E-2;6.506377249E-4
1.775000000E-2;-2.023088018E-4
1.777083333E-2;-2.337298502E-4
1.779166667E-2;1.731801312E-4
1.781250000E-2;6.036847844E-5
1.783333333E-2;-2.775089815E-4
1.785416667E-2;-5.653593107E-4
1.787500000E-2;-1.021587173E-3
1.789583333E-2;-1.347801997E-3
1.791666667E-2;-1.283146674E-3
1.793750000E-2;-1.710806857E-3
1.795833333E-2;-1.146458788E-3
1.797916667E-2;2.901594853E-4
1.800000000E-2;-7.580440724E-4
1.802083333E-2;-2.529452322E-3
1.804166667E-2;-1.350507489E-3
1.806250000E-2;1.789000671E-4
1.808333333E-2;-1.133969054E-3
1.810416667E-2;-2.330040326E-3
1.812500000E-2;-1.435413840E-3
1.814583333E-2;-1.022569370E-3
1.816666667E-2;-1.826353604E-3
1.818750000E-2;-2.227182500E-3
1.820833333E-2;-2.621044870E-3
1.822916667E-2;-3.272376023E-3
1.825000000E-2;-2.322312677E-3
1.827083333E-2;-7.806571666E-4
1.829166667E-2;-1.294731977E-3
1.831250000E-2;-3.192179371E-3
1.833333333E-2;-3.077200148E-3
1.835416667E-2;-3.999834880E-4
1.837500000E-2;3.502692562E-4
1.839583333E-2;-2.484398894E-3
1.841666667E-2;-4.189122468E-3
1.843750000E-2;-2.129850443E-3
1.845833333E-2;-1.255666255E-3
1.847916667E-2;-3.221066203E-3
1.850000000E-2;-3.162332578E-3
1.852083333E-2;-1.899894327E-3
1.854166667E-2;-3.009856446E-3
1.856250000E-2;-3.812418552E-3
1.858333333E-2;-1.741719316E-3
1.860416667E-2;-1.141353860E-3
1.862500000E-2;-3.514100099E-3
1.864583333E-2;-3.347707447E-3
1.866666667E-2;-1.426731120E-3
1.868750000E-2;-2.449317602E-3
1.870833333E-2;-3.934598062E-3
1.872916667E-2;-3.503199434E-3
1.875000000E-2;-3.565161256E-3
1.877083333E-2;-4.205580801E-3
1.879166667E-2;-3.043517005E-3
1.881250000E-2;-1.972801751E-3
1.883333333E-2;-3.106287448E-3
1.885416667E-2;-3.072931198E-3
1.887500000E-2;-1.568495412E-3
1.889583333E-2;-1.933544758E-3
1.891666667E-2;-2.916954923E-3
1.893750000E-2;-1.918480266E-3
1.895833333E-2;-6.931861280E-4
1.897916667E-2;-1.638970221E-3
1.900000000E-2;-2.541740891E-3
1.902083333E-2;-1.308212406E-3
1.904166667E-2;-5.923327990E-4
1.906250000E-2;-2.226028591E-3
1.908333333E-2;-3.001755336E-3
1.910416667E-2;-7.797329454E-4
1.912500000E-2;2.846116258E-4
1.914583333E-2;-1.691891695E-3
1.916666667E-2;-2.175863832E-3
1.918750000E-2;-8.392138261E-5
1.920833333E-2;3.231879964E-4
1.922916667E-2;-1.474999939E-3
1.925000000E-2;-1.679659705E-3
1.927083333E-2;-4.799378803E-4
1.929166667E-2;-3.652143641E-4
1.931250000E-2;-7.667043246E-4
1.933333333E-2;-9.468908538E-4
1.935416667E-2;-1.373474952E-3
1.937500000E-2;-1.894003595E-3
1.939583333E-2;-1.930039609E-3
1.941666667E-2;-1.781709609E-3
1.943750000E-2;-1.624726923E-3
1.945833333E-2;-1.703715767E-3
1.947916667E-2;-2.116523683E-3
1.950000000E-2;-1.463742694E-3
1.952083333E-2;-6.795049994E-4
1.954166667E-2;-1.388740260E-3
1.956250000E-2;-1.776758116E-3
1.958333333E-2;-9.954563575E-4
1.960416667E-2;-1.416762709E-3
1.962500000E-2;-2.941496205E-3
1.964583333E-2;-2.138579031E-3
1.966666667E-2;-1.115258565E-4
1.968750000E-2;-6.660304498E-4
1.970833333E-2;-2.001233632E-3
1.972916667E-2;-1.646302640E-3
1.975000000E-2;-1.892933040E-3
1.977083333E-2;-2.478121081E-3
1.979166667E-2;-1.149729011E-3
1.981250000E-2;-4.311080556E-4
1.983333333E-2;-1.959151821E-3
1.985416667E-2;-3.241718048E-3
1.987500000E-2;-2.678612480E-3
1.989583333E-2;-2.159176162E-3
1.991666667E-2;-2.636917867E-3
1.993750000E-2;-2.217733068E-3
1.995833333E-2;-1.653516549E-3
1.997916667E-2;-2.273702761E-3
2.000000000E-2;-2.587313531E-3
2.002083333E-2;-1.632851432E-3
2.004166667E-2;-1.072679297E-3
2.006250000E-2;-2.441003686E-3
2.008333333E-2;-3.490125062E-3
2.010416667E-2;-2.325637732E-3
2.012500000E-2;-1.919198781E-3
2.014583333E-2;-3.365795827E-3
2.016666667E-2;-3.267045366E-3
2.018750000E-2;-1.978973625E-3
2.020833333E-2;-2.165414859E-3
2.022916667E-2;-2.630306641E-3
2.025000000E-2;-1.407966600E-3
2.027083333E-2;-7.891430869E-4
2.029166667E-2;-2.411706839E-3
2.031250000E-2;-2.298163017E-3
2.033333333E-2;-5.969007616E-4
2.035416667E-2;-1.346967416E-3
2.037500000E-2;-2.775603672E-3
2.039583333E-2;-2.030098112E-3
2.041666667E-2;-1.200853265E-3
2.043750000E-2;-1.992802136E-3
2.045833333E-2;-1.415841398E-3
2.047916667E-2;7.676055247E-5
2.050000000E-2;-9.592024726E-4
2.052083333E-2;-2.066868823E-3
2.054166667E-2;-1.086217468E-3
2.056250000E-2;-2.667671361E-4
2.058333333E-2;-8.616694831E-4
2.060416667E-2;-1.522210892E-3
2.062500000E-2;-1.601175405E-3
2.064583333E-2;-1.600358635E-3
2.066666667E-2;-1.007447019E-3
2.068750000E-2;-6.264800322E-4
2.070833333E-2;-1.301441109E-3
2.072916667E-2;-1.808351604E-3
2.075000000E-2;-1.896947157E-3
2.077083333E-2;-2.171051456E-3
2.079166667E-2;-1.796766650E-3
2.081250000E-2;-7.512342418E-4
2.083333333E-2;-1.036306960E-3
2.085416667E-2;-2.217818750E-3
2.087500000E-2;-2.020714805E-3
2.089583333E-2;-6.839549169E-4
2.091666667E-2;-6.274712505E-4
2.093750000E-2;-2.035895828E-3
2.095833333E-2;-2.387404907E-3
2.097916667E-2;-1.914456021E-3
2.100000000E-2;-1.871853252E-3
2.102083333E-2;-1.881392905E-3
2.104166667E-2;-2.357334131E-3
2.106250000E-2;-2.506720135E-3
2.108333333E-2;-1.092430321E-3
2.110416667E-2;-3.101054463E-4
2.112500000E-2;-1.629376318E-3
2.114583333E-2;-1.939445967E-3
2.116666667E-2;-4.243364965E-4
2.118750000E-2;-5.446025752E-4
2.120833333E-2;-2.047593473E-3
2.122916667E-2;-1.518632285E-3
2.125000000E-2;-3.334456123E-4
2.127083333E-2;-2.199207200E-3
2.129166667E-2;-3.912054468E-3
2.131250000E-2;-1.783434185E-3
2.133333333E-2;-3.690849408E-4
2.135416667E-2;-2.344062086E-3
2.137500000E-2;-3.718867665E-3
2.139583333E-2;-2.176651498E-3
2.141666667E-2;-7.193963393E-4
2.143750000E-2;-1.744228532E-3
2.145833333E-2;-2.577353735E-3
2.147916667E-2;-1.507805893E-3
2.150000000E-2;-3.289299784E-4
2.152083333E-2;-1.069698832E-3
2.154166667E-2;-2.393718576E-3
2.156250000E-2;-1.554566901E-3
2.158333333E-2;-7.851760602E-4
2.160416667E-2;-1.801907085E-3
2.162500000E-2;-2.253978048E-3
2.164583333E-2;-1.746946829E-3
2.166666667E-2;-1.260626595E-3
2.168750000E-2;-1.291813242E-4
2.170833333E-2;5.106562749E-4
2.172916667E-2;-1.220398233E-3
2.175000000E-2;-1.934319502E-3
2.177083333E-2;9.903286118E-4
2.179166667E-2;2.717513824E-3
2.181250000E-2;2.707764215E-4
2.183333333E-2;-8.621715824E-4
2.185416667E-2;1.079166657E-3
2.187500000E-2;1.484739245E-3
2.189583333E-2;3.866183397E-4
2.191666667E-2;-3.107349621E-4
2.193750000E-2;-4.565447744E-4
2.195833333E-2;1.557843061E-4
2.197916667E-2;1.082960982E-3
2.200000000E-2;5.385124823E-4
2.202083333E-2;-7.734884275E-4
2.204166667E-2;5.072468775E-4
2.206250000E-2;1.858342555E-3
2.208333333E-2;5.173184909E-4
2.210416667E-2;-3.375583037E-4
2.212500000E-2;3.817095130E-4
2.214583333E-2;7.891622954E-4
2.216666667E-2;5.937821115E-4
2.218750000E-2;4.060805077E-4
2.220833333E-2;-9.126601799E-5
2.222916667E-2;4.169763415E-4
2.225000000E-2;1.957359724E-3
2.227083333E-2;1.298445277E-3
2.229166667E-2;-8.962892025E-5
2.231250000E-2;1.121106208E-3
2.233333333E-2;2.571607707E-3
2.235416667E-2;1.631605439E-3
2.237500000E-2;5.305664381E-4
2.239583333E-2;1.037121401E-3
2.241666667E-2;1.611688989E-3
2.243750000E-2;1.499390812E-3
2.245833333E-2;1.029800507E-3
2.247916667E-2;3.880882286E-4
2.250000000E-2;1.427374227E-4
2.252083333E-2;5.842980463E-4
2.254166667E-2;1.198109239E-3
2.256250000E-2;1.145619084E-3
2.258333333E-2;1.934851171E-4
2.260416667E-2;-3.728479205E-4
2.262500000E-2;5.512175849E-4
2.264583333E-2;1.327588223E-3
2.266666667E-2;3.819783742E-4
2.268750000E-2;-5.310369888E-4
2.270833333E-2;-8.110788622E-5
2.272916667E-2;-1.804077910E-4
2.275000000E-2;-1.236675307E-3
2.277083333E-2;-1.165272202E-3
2.279166667E-2;-5.654374836E-4
2.281250000E-2;-1.153051970E-3
2.283333333E-2;-2.062246436E-3
2.285416667E-2;-2.625502646E-3
2.287500000E-2;-2.669080859E-3
2.289583333E-2;-1.515952172E-3
2.291666667E-2;-7.393254782E-4
2.293750000E-2;-1.181337750E-3
2.295833333E-2;-9.938799776E-4
2.297916667E-2;-2.654149139E-4
2.300000000E-2;-5.154791870E-4
2.302083333E-2;-1.219307655E-3
2.304166667E-2;-1.195903285E-3
2.306250000E-2;-1.330307219E-3
2.308333333E-2;-2.031472512E-3
2.310416667E-2;-1.900589908E-3
2.312500000E-2;-1.102780574E-3
2.314583333E-2;-7.390115061E-4
2.316666667E-2;-6.671370356E-4
2.318750000E-2;-6.211447762E-4
2.320833333E-2;-4.847440578E-4
2.322916667E-2;-9.141142073E-6
2.325000000E-2;2.475951042E-4
2.327083333E-2;-3.686765267E-4
2.329166667E-2;-6.245977711E-4
2.331250000E-2;1.048599806E-4
2.333333333E-2;-1.895491150E-4
2.335416667E-2;-1.132008270E-3
2.337500000E-2;-8.359989151E-4
2.339583333E-2;-7.229330367E-5
2.341666667E-2;-1.324490004E-4
2.343750000E-2;-2.772587177E-4
2.345833333E-2;8.299304172E-4
2.347916667E-2;1.472070580E-3
2.350000000E-2;4.581248504E-4
2.352083333E-2;-1.045267345E-4
2.354166667E-2;7.344320184E-4
2.356250000E-2;1.421441324E-3
2.358333333E-2;4.549510195E-4
2.360416667E-2;-4.438918259E-4
2.362500000E-2;5.168314092E-4
2.364583333E-2;1.254114206E-3
2.366666667E-2;4.783229961E-4
2.368750000E-2;4.962365492E-4
2.370833333E-2;1.788845868E-3
2.372916667E-2;1.753225108E-3
2.375000000E-2;8.811259177E-4
2.377083333E-2;1.426493051E-3
2.379166667E-2;2.658168320E-3
2.381250000E-2;2.979314886E-3
2.383333333E-2;2.558314241E-3
2.385416667E-2;2.719395328E-3
2.387500000E-2;3.183610039E-3
2.389583333E-2;3.296769457E-3
2.391666667E-2;3.557508811E-3
2.393750000E-2;3.356881440E-3
2.395833333E-2;2.721044235E-3
2.397916667E-2;2.227483783E-3
2.400000000E-2;1.773439231E-3
2.402083333E-2;1.820461126E-3
2.404166667E-2;2.105158288E-3
2.406250000E-2;1.937823021E-3
2.408333333E-2;1.506977365E-3
2.410416667E-2;2.100215061E-3
2.412500000E-2;3.446532181E-3
2.414583333E-2;3.450131509E-3
2.416666667E-2;2.190187108E-3
2.418750000E-2;1.232723822E-3
2.420833333E-2;1.594985370E-3
2.422916667E-2;2.146916697E-3
2.425000000E-2;1.288766623E-3
2.427083333E-2;1.152131445E-4
2.429166667E-2;6.806862075E-5
2.431250000E-2;5.339364288E-4
2.433333333E-2;3.730455064E-4
2.435416667E-2;6.719650701E-4
2.437500000E-2;1.660451642E-3
2.439583333E-2;1.274228329E-3
2.441666667E-2;5.114525557E-4
2.443750000E-2;1.963477349E-3
2.445833333E-2;3.566105384E-3
2.447916667E-2;2.241957933E-3
2.450000000E-2;1.970256126E-4
2.452083333E-2;2.901308171E-8
2.454166667E-2;8.409580332E-4
2.456250000E-2;1.154094702E-3
2.458333333E-2;5.835122429E-4
2.460416667E-2;-9.158193279E-5
2.462500000E-2;-1.789979979E-5
2.464583333E-2;1.274464186E-3
2.466666667E-2;1.653154264E-3
2.468750000E-2;4.282010195E-4
2.470833333E-2;4.932983429E-4
2.472916667E-2;1.389011159E-3
2.475000000E-2;1.304302597E-3
2.477083333E-2;1.310693333E-3
2.479166667E-2;1.749518211E-3
2.481250000E-2;1.545660547E-3
2.483333333E-2;7.479958585E-4
2.485416667E-2;3.229956492E-4
2.487500000E-2;7.785317139E-4
2.489583333E-2;1.231543138E-3
2.491666667E-2;1.183447777E-3
2.493750000E-2;1.522761188E-3
2.495833333E-2;2.049039816E-3
2.497916667E-2;2.093624556E-3
2.500000000E-2;1.752657350E-3
2.502083333E-2;2.028281800E-3
2.504166667E-2;2.653633710E-3
2.506250000E-2;1.821277081E-3
2.508333333E-2;9.377693641E-4
2.510416667E-2;1.434018370E-3
2.512500000E-2;1.901068259E-3
2.514583333E-2;1.824429142E-3
2.516666667E-2;1.875665039E-3
2.518750000E-2;1.601750962E-3
2.520833333E-2;9.591584094E-4
2.522916667E-2;2.169975080E-3
2.525000000E-2;3.675310640E-3
2.527083333E-2;2.766215708E-3
2.529166667E-2;2.094390104E-3
2.531250000E-2;3.064594697E-3
2.533333333E-2;4.024679307E-3
2.535416667E-2;4.114429466E-3
2.537500000E-2;3.643653123E-3
2.539583333E-2;2.895904938E-3
2.541666667E-2;2.522401046E-3
2.543750000E-2;2.904468682E-3
2.545833333E-2;2.270208206E-3
2.547916667E-2;1.409946592E-3
2.550000000E-2;2.619587816E-3
2.552083333E-2;3.757360158E-3
2.554166667E-2;2.493115375E-3
2.556250000E-2;1.506818924E-3
2.558333333E-2;2.958450466E-3
2.560416667E-2;4.237722605E-3
2.562500000E-2;4.144418053E-3
2.564583333E-2;3.298015101E-3
2.566666667E-2;2.062457614E-3
2.568750000E-2;2.306788228E-3
2.570833333E-2;3.460983280E-3
2.572916667E-2;2.411377383E-3
2.575000000E-2;2.268121316E-4
2.577083333E-2;5.604593316E-4
2.579166667E-2;2.091516042E-3
2.581250000E-2;1.708502416E-3
2.583333333E-2;5.778025370E-4
2.585416667E-2;5.071667838E-4
2.587500000E-2;8.731785347E-4
2.589583333E-2;1.019025221E-3
2.591666667E-2;1.221654005E-3
2.593750000E-2;1.024652622E-3
2.595833333E-2;1.261643920E-4
2.597916667E-2;-2.158999414E-4
2.600000000E-2;5.751946592E-4
2.602083333E-2;1.049354440E-3
2.604166667E-2;1.497620542E-4
2.606250000E-2;-3.728173324E-4
2.608333333E-2;1.055578003E-3
2.610416667E-2;1.793351141E-3
2.612500000E-2;-1.953835163E-4
2.614583333E-2;-1.361049712E-3
2.616666667E-2;5.071536289E-4
2.618750000E-2;1.251717447E-3
2.620833333E-2;-1.000324963E-3
2.622916667E-2;-1.698836219E-3
2.625000000E-2;2.477328526E-4
2.627083333E-2;4.309444339E-4
2.629166667E-2;-1.612571417E-3
2.631250000E-2;-2.382264705E-3
2.633333333E-2;-1.387504861E-3
2.635416667E-2;-1.008226769E-3
2.637500000E-2;-1.804787549E-3
2.639583333E-2;-2.323080786E-3
2.641666667E-2;-1.457915525E-3
2.643750000E-2;1.409407851E-4
2.645833333E-2;6.901183224E-5
2.647916667E-2;-1.579498872E-3
2.650000000E-2;-1.339739654E-3
2.652083333E-2;9.365127771E-4
2.654166667E-2;1.276660827E-3
2.656250000E-2;-5.683038034E-4
2.658333333E-2;-1.088620746E-3
2.660416667E-2;2.852879697E-5
2.662500000E-2;5.786030088E-4
2.664583333E-2;3.116594627E-8
2.666666667E-2;-8.529729676E-4
2.668750000E-2;-1.124293078E-3
2.670833333E-2;-1.098543507E-4
2.672916667E-2;6.213672459E-4
2.675000000E-2;-4.569515295E-4
2.677083333E-2;-8.097605314E-4
2.679166667E-2;7.090987056E-4
2.681250000E-2;1.898508170E-3
2.683333333E-2;1.275830204E-3
2.685416667E-2;-3.462772293E-4
2.687500000E-2;-4.608315066E-4
2.689583333E-2;1.459270832E-3
2.691666667E-2;2.645427827E-3
2.693750000E-2;7.560335216E-4
2.695833333E-2;-1.148447162E-3
2.697916667E-2;8.131626528E-4
2.700000000E-2;3.564705141E-3
2.702083333E-2;2.697575139E-3
2.704166667E-2;-1.261201396E-4
2.706250000E-2;-3.279766242E-4
2.708333333E-2;1.629006118E-3
2.710416667E-2;1.988749020E-3
2.712500000E-2;9.526935755E-4
2.714583333E-2;7.448213873E-4
2.716666667E-2;1.881820266E-3
2.718750000E-2;3.032349283E-3
2.720833333E-2;2.489025472E-3
2.722916667E-2;9.099320159E-4
2.725000000E-2;1.137477928E-3
2.727083333E-2;2.902956447E-3
2.729166667E-2;2.388560912E-3
2.731250000E-2;3.509800881E-4
2.733333333E-2;6.070007221E-4
2.735416667E-2;1.995701808E-3
2.737500000E-2;1.772350166E-3
2.739583333E-2;1.027062186E-3
2.741666667E-2;1.305710990E-3
2.743750000E-2;2.000182169E-3
2.745833333E-2;2.296076156E-3
2.747916667E-2;1.440147520E-3
2.750000000E-2;-5.981468712E-5
2.752083333E-2;2.313317964E-4
2.754166667E-2;1.471776748E-3
2.756250000E-2;5.986286560E-4
2.758333333E-2;-7.144770934E-4
2.760416667E-2;3.301480774E-6
2.762500000E-2;9.673595196E-4
2.764583333E-2;8.278671303E-4
2.766666667E-2;7.391793770E-4
2.768750000E-2;5.971443607E-4
2.770833333E-2;4.917668994E-4
2.772916667E-2;1.317096758E-3
2.775000000E-2;1.077407273E-3
2.777083333E-2;-1.959270739E-4
2.779166667E-2;2.894372738E-4
2.781250000E-2;1.268821419E-3
2.783333333E-2;2.304852387E-4
2.785416667E-2;-1.213841257E-3
2.787500000E-2;-6.331622717E-4
2.789583333E-2;4.712420050E-4
2.791666667E-2;2.182569733E-4
2.793750000E-2;-3.440100700E-4
2.795833333E-2;-5.405599368E-4
2.797916667E-2;-4.310095683E-4
2.800000000E-2;6.364055444E-4
2.802083333E-2;1.137954765E-3
2.804166667E-2;-1.565017010E-4
2.806250000E-2;1.718778367E-4
2.808333333E-2;2.405925188E-3
2.810416667E-2;2.554879291E-3
2.812500000E-2;9.371352498E-4
2.814583333E-2;3.292561742E-4
2.816666667E-2;1.606710604E-3
2.818750000E-2;2.599470550E-3
2.820833333E-2;1.766108442E-3
2.822916667E-2;1.066684723E-3
2.825000000E-2;1.141649089E-3
2.827083333E-2;1.829976682E-3
2.829166667E-2;2.740166150E-3
2.831250000E-2;2.412040485E-3
2.833333333E-2;1.694748178E-3
2.835416667E-2;1.930405502E-3
2.837500000E-2;2.679375466E-3
2.839583333E-2;2.969021676E-3
2.841666667E-2;1.729150768E-3
2.843750000E-2;-1.194021297E-5
2.845833333E-2;5.285526859E-4
2.847916667E-2;2.346524969E-3
2.850000000E-2;2.306442475E-3
2.852083333E-2;1.597038354E-3
2.854166667E-2;2.613921883E-3
2.856250000E-2;3.580774413E-3
2.858333333E-2;3.175840015E-3
2.860416667E-2;3.362332471E-3
2.862500000E-2;3.499584738E-3
2.864583333E-2;2.242242452E-3
2.866666667E-2;1.804841566E-3
2.868750000E-2;3.016680945E-3
2.870833333E-2;3.082966665E-3
2.872916667E-2;1.921252115E-3
2.875000000E-2;2.205969533E-3
2.877083333E-2;2.384266350E-3
2.879166667E-2;1.913753804E-3
2.881250000E-2;2.729109256E-3
2.883333333E-2;2.839256311E-3
2.885416667E-2;1.916634501E-3
2.887500000E-2;2.621375956E-3
2.889583333E-2;3.808503505E-3
2.891666667E-2;2.803919138E-3
2.893750000E-2;1.830328722E-3
2.895833333E-2;2.762951190E-3
2.897916667E-2;2.468466759E-3
2.900000000E-2;9.215410100E-4
2.902083333E-2;6.277180510E-4
2.904166667E-2;5.611932138E-4
2.906250000E-2;1.673555525E-4
2.908333333E-2;2.799427311E-4
2.910416667E-2;-1.047966362E-4
2.912500000E-2;-6.800486008E-4
2.914583333E-2;-4.570187011E-4
2.916666667E-2;-3.296417126E-4
2.918750000E-2;6.184063039E-8
2.920833333E-2;5.734642618E-4
2.922916667E-2;6.875993568E-4
2.925000000E-2;5.924045690E-4
2.927083333E-2;7.621290279E-4
2.929166667E-2;7.609315217E-4
2.931250000E-2;-7.728659548E-4
2.933333333E-2;-1.852483139E-3
2.935416667E-2;-8.666031645E-4
2.937500000E-2;-8.087268216E-4
2.939583333E-2;-2.416898496E-3
2.941666667E-2;-3.030316439E-3
2.943750000E-2;-2.245575655E-3
2.945833333E-2;-1.570890774E-3
2.947916667E-2;-1.121812151E-3
2.950000000E-2;-1.185114146E-3
2.952083333E-2;-1.672038343E-3
2.954166667E-2;-1.329990802E-3
2.956250000E-2;-1.105957665E-3
2.958333333E-2;-1.792502590E-3
2.960416667E-2;-2.038966864E-3
2.962500000E-2;-1.830777735E-3
2.964583333E-2;-2.253554994E-3
2.966666667E-2;-2.843939234E-3
2.968750000E-2;-2.595319645E-3
2.970833333E-2;-2.261156216E-3
2.972916667E-2;-2.354679629E-3
2.975000000E-2;-1.835745294E-3
2.977083333E-2;-1.097735250E-3
2.979166667E-2;-5.583050661E-4
2.981250000E-2;1.481327054E-4
2.983333333E-2;-3.655839537E-4
2.985416667E-2;-1.146530849E-3
2.987500000E-2;1.873533329E-4
2.989583333E-2;1.084221760E-3
2.991666667E-2;-7.255098899E-4
2.993750000E-2;-1.651772298E-3
2.995833333E-2;5.045659491E-4
2.997916667E-2;1.079580281E-3
3.000000000E-2;-1.341073774E-3
3.002083333E-2;-1.350783044E-3
3.004166667E-2;7.321459125E-4
3.006250000E-2;5.098754773E-4
3.008333333E-2;-6.195915630E-4
3.010416667E-2;-7.276994293E-4
3.012500000E-2;-8.625845658E-4
3.014583333E-2;-6.917028804E-4
3.016666667E-2;-3.914399422E-4
3.018750000E-2;-1.434674487E-3
3.020833333E-2;-2.392811934E-3
3.022916667E-2;-1.322941156E-3
3.025000000E-2;-4.770844243E-4
3.027083333E-2;-1.913532033E-3
3.029166667E-2;-3.209826071E-3
3.031250000E-2;-3.109858138E-3
3.033333333E-2;-2.861194313E-3
3.035416667E-2;-2.838601358E-3
3.037500000E-2;-3.742445260E-3
3.039583333E-2;-4.658243153E-3
3.041666667E-2;-3.449914278E-3
3.043750000E-2;-1.528641907E-3
3.045833333E-2;-1.334677101E-3
3.047916667E-2;-2.040733118E-3
3.050000000E-2;-2.202724805E-3
3.052083333E-2;-2.535651438E-3
3.054166667E-2;-2.897864673E-3
3.056250000E-2;-3.034236375E-3
3.058333333E-2;-3.876144765E-3
3.060416667E-2;-4.566038959E-3
3.062500000E-2;-4.267155658E-3
3.064583333E-2;-3.704506438E-3
3.066666667E-2;-3.482961794E-3
3.068750000E-2;-2.948134672E-3
3.070833333E-2;-2.013941295E-3
3.072916667E-2;-2.246355871E-3
3.075000000E-2;-3.266887274E-3
3.077083333E-2;-3.667945741E-3
3.079166667E-2;-4.074290395E-3
3.081250000E-2;-4.992973059E-3
3.083333333E-2;-4.965047352E-3
3.085416667E-2;-3.815373173E-3
3.087500000E-2;-4.000607878E-3
3.089583333E-2;-5.139445886E-3
3.091666667E-2;-4.285119940E-3
3.093750000E-2;-2.601625165E-3
3.095833333E-2;-2.629001392E-3
3.097916667E-2;-3.189713927E-3
3.100000000E-2;-2.759549068E-3
3.102083333E-2;-2.198568312E-3
3.104166667E-2;-2.901285654E-3
3.106250000E-2;-4.189324100E-3
3.108333333E-2;-4.585386720E-3
3.110416667E-2;-3.547638189E-3
3.112500000E-2;-1.737458399E-3
3.114583333E-2;-1.871157670E-3
3.116666667E-2;-2.685874002E-3
3.118750000E-2;-8.425781270E-4
3.120833333E-2;1.199210674E-4
3.122916667E-2;-2.145779319E-3
3.125000000E-2;-3.831426613E-3
3.127083333E-2;-3.085593227E-3
3.129166667E-2;-2.319274703E-3
3.131250000E-2;-2.709190827E-3
