Fréquence (Hz);Niveau (dB)
176.639557;-28.856710
176.976013;-31.243128
177.312469;-30.588989
177.648926;-27.763990
177.985382;-27.136843
178.321838;-29.012032
178.658295;-32.704071
178.994751;-30.956463
179.331207;-29.591597
179.667664;-30.438120
180.004120;-33.399021
180.340576;-32.571533
180.677032;-30.143459
181.013489;-32.485306
181.349945;-33.709381
181.686401;-35.162758
182.022858;-33.138458
182.359314;-32.972027
182.695770;-34.195831
183.032227;-34.486382
183.368683;-35.568130
183.705139;-36.147079
184.041595;-36.692425
184.378052;-38.434814
184.714508;-38.367123
185.050964;-37.921646
185.387421;-38.238346
185.723877;-36.950554
186.060333;-41.755211
186.396790;-41.268951
186.733246;-41.207081
187.069702;-40.254871
187.406158;-39.151451
187.742615;-42.861832
188.079071;-41.502033
188.415527;-40.425316
188.751984;-39.639885
189.088440;-38.931259
189.424896;-39.072727
189.761353;-38.313454
190.097809;-36.388401
190.434265;-37.391846
190.770721;-39.817280
191.107178;-39.848686
191.443634;-36.354725
191.780090;-33.200653
192.116547;-33.538708
192.453003;-35.175560
192.789459;-35.928104
193.125916;-34.896450
193.462372;-33.279663
193.798828;-34.963993
194.135284;-34.963432
194.471741;-34.537647
194.808197;-33.990875
195.144653;-34.955395
195.481110;-34.928802
195.817566;-34.434956
196.154022;-33.226795
196.490479;-33.040657
196.826935;-32.905899
197.163391;-35.746975
197.499847;-33.286926
197.836304;-34.726883
198.172760;-37.304527
198.509216;-37.462925
198.845673;-36.297852
199.182129;-32.736900
199.518585;-33.616783
199.855042;-38.122250
200.191498;-36.283577
200.527954;-35.150440
200.864410;-37.257454
201.200867;-37.187195
201.537323;-37.270420
201.873779;-37.446281
202.210236;-35.393414
202.546692;-34.931309
202.883148;-37.416065
203.219604;-38.215893
203.556061;-37.009872
203.892517;-36.234276
204.228973;-38.401577
204.565430;-36.016148
204.901886;-30.926130
205.238342;-27.881449
205.574799;-27.676178
205.911255;-31.023848
206.247711;-34.146000
206.584167;-36.551796
206.920624;-34.716415
207.257080;-32.187290
207.593536;-32.341305
207.929993;-34.555660
208.266449;-35.361053
208.602905;-33.963509
208.939362;-35.570652
209.275818;-38.231567
209.612274;-37.686562
209.948730;-36.305767
210.285187;-35.938740
210.621643;-34.148331
210.958099;-33.758389
211.294556;-36.806950
211.631012;-38.771526
211.967468;-39.088997
212.303925;-37.938747
212.640381;-40.939709
212.976837;-41.417568
213.313293;-37.323105
213.649750;-38.880013
213.986206;-40.469357
214.322662;-40.660786
214.659119;-40.058815
214.995575;-39.781940
215.332031;-40.204403
215.668488;-41.121529
216.004944;-40.410904
216.341400;-43.644203
216.677856;-44.308788
217.014313;-43.501453
217.350769;-44.725910
217.687225;-43.074142
218.023682;-46.145233
218.360138;-47.695591
218.696594;-47.120918
219.033051;-45.555759
219.369507;-44.753933
219.705963;-43.083683
220.042419;-41.469658
220.378876;-40.386677
220.715332;-44.220005
221.051788;-45.879391
221.388245;-44.386028
221.724701;-45.395775
222.061157;-45.764359
222.397614;-44.729603
222.734070;-42.808353
223.070526;-40.763519
223.406982;-40.973297
223.743439;-42.680458
224.079895;-42.821743
224.416351;-47.226009
224.752808;-48.621468
225.089264;-49.084763
225.425720;-45.997810
225.762177;-46.408249
226.098633;-50.908695
226.435089;-50.337639
226.771545;-48.379444
227.108002;-47.045128
227.444458;-48.205349
227.780914;-46.807125
228.117371;-47.314373
228.453827;-48.004387
228.790283;-48.948872
229.126740;-50.291046
229.463196;-49.370922
229.799652;-44.718655
230.136108;-46.589729
230.472565;-48.705856
230.809021;-48.066963
231.145477;-47.407986
231.481934;-45.664227
231.818390;-45.961037
232.154846;-45.888794
232.491302;-46.523724
232.827759;-46.631989
233.164215;-46.927158
233.500671;-46.735455
233.837128;-47.184074
234.173584;-45.151554
234.510040;-46.945847
234.846497;-48.322540
235.182953;-44.966839
235.519409;-48.439468
235.855865;-48.047630
236.192322;-48.387398
236.528778;-46.669529
236.865234;-47.518787
237.201691;-49.965424
237.538147;-48.138870
237.874603;-48.107002
238.211060;-48.449764
238.547516;-48.871021
238.883972;-53.566494
239.220428;-51.077587
239.556885;-50.656532
239.893341;-53.157261
240.229797;-51.688381
240.566254;-49.679176
240.902710;-51.781963
241.239166;-51.120399
241.575623;-52.189133
241.912079;-51.738777
242.248535;-53.973022
242.584991;-50.216770
242.921448;-49.893612
243.257904;-52.548580
243.594360;-51.004280
243.930817;-51.017826
244.267273;-51.017582
244.603729;-50.106640
244.940186;-49.870869
245.276642;-50.798622
245.613098;-52.747658
245.949554;-52.401104
246.286011;-48.071396
246.622467;-48.536484
246.958923;-48.510242
247.295380;-47.526482
247.631836;-47.877747
247.968292;-46.100761
248.304749;-46.539059
248.641205;-47.074028
248.977661;-47.086269
249.314117;-48.494392
249.650574;-48.201950
249.987030;-48.075645
250.323486;-45.787441
250.659943;-43.670250
250.996399;-43.187038
251.332855;-46.117599
251.669312;-41.863449
252.005768;-40.825169
252.342224;-40.230129
252.678680;-43.182121
253.015137;-46.218651
253.351593;-44.589680
253.688049;-41.461761
254.024506;-41.437027
254.360962;-40.998425
254.697418;-41.891979
255.033875;-44.969997
255.370331;-49.351662
255.706787;-47.797932
256.043243;-45.453156
256.379700;-42.576714
256.716156;-39.556278
257.052612;-38.756886
257.389069;-40.112934
257.725525;-39.212841
258.061981;-38.722237
258.398438;-38.423187
258.734894;-39.597252
259.071350;-41.898552
259.407806;-40.998363
259.744263;-40.399418
260.080719;-43.150822
260.417175;-38.528557
260.753632;-37.074097
261.090088;-40.146873
261.426544;-40.321396
261.763000;-39.684536
262.099457;-39.379311
262.435913;-37.558567
262.772369;-39.340298
263.108826;-40.537483
263.445282;-39.819134
263.781738;-41.104221
264.118195;-38.042080
264.454651;-37.895653
264.791107;-37.676743
265.127563;-40.264545
265.464020;-40.402294
265.800476;-38.628086
266.136932;-41.598602
266.473389;-45.571724
266.809845;-43.497044
267.146301;-45.050606
267.482758;-44.793556
267.819214;-45.580826
268.155670;-43.378586
268.492126;-43.482056
268.828583;-45.617298
269.165039;-46.565868
269.501495;-47.011909
269.837952;-46.337311
270.174408;-45.994320
270.510864;-44.854046
270.847321;-42.764603
271.183777;-43.507690
271.520233;-46.213955
271.856689;-48.157265
272.193146;-49.532898
272.529602;-48.819530
272.866058;-47.983955
273.202515;-47.755890
273.538971;-47.118977
273.875427;-46.486027
274.211884;-48.757893
274.548340;-50.338207
274.884796;-48.295204
275.221252;-48.172245
275.557709;-48.566082
275.894165;-51.210911
276.230621;-52.872894
276.567078;-51.458965
276.903534;-49.360188
277.239990;-50.792850
277.576447;-50.328403
277.912903;-46.999142
278.249359;-48.075115
278.585815;-48.926769
278.922272;-49.137169
279.258728;-50.372040
279.595184;-50.716179
279.931641;-51.687767
280.268097;-52.107407
280.604553;-52.857616
280.941010;-49.719894
281.277466;-48.787033
281.613922;-49.860497
281.950378;-49.628437
282.286835;-48.173023
282.623291;-51.804348
282.959747;-52.764458
