Fréquence (Hz);Niveau (dB)
157.125092;-39.966484
157.461548;-44.363289
157.798004;-43.631973
158.134460;-45.145927
158.470917;-43.360531
158.807373;-42.787628
159.143829;-43.066406
159.480286;-42.971252
159.816742;-40.295555
160.153198;-40.479774
160.489655;-38.467331
160.826111;-42.287659
161.162567;-42.263535
161.499023;-38.860729
161.835480;-40.745575
162.171936;-44.190571
162.508392;-43.415703
162.844849;-42.056404
163.181305;-38.264965
163.517761;-37.475163
163.854218;-37.826813
164.190674;-38.626289
164.527130;-36.737747
164.863586;-35.250805
165.200043;-38.176758
165.536499;-38.991146
165.872955;-37.931431
166.209412;-35.134415
166.545868;-37.644722
166.882324;-40.682873
167.218781;-40.757763
167.555237;-41.898232
167.891693;-39.719143
168.228149;-41.339794
168.564606;-43.467976
168.901062;-43.558956
169.237518;-41.800503
169.573975;-41.769535
169.910431;-41.769302
170.246887;-46.102482
170.583344;-43.516796
170.919800;-39.264812
171.256256;-41.919281
171.592712;-45.787651
171.929169;-44.864723
172.265625;-44.855335
172.602081;-43.569710
172.938538;-44.596554
173.274994;-43.996143
173.611450;-44.637405
173.947906;-42.851475
174.284363;-39.537098
174.620819;-40.654472
174.957275;-46.467960
175.293732;-45.524151
175.630188;-43.105362
175.966644;-44.533009
176.303101;-46.625370
176.639557;-46.857826
176.976013;-44.394619
177.312469;-39.136246
177.648926;-42.494637
177.985382;-43.268425
178.321838;-43.915676
178.658295;-43.860744
178.994751;-39.738693
179.331207;-42.305866
179.667664;-46.044125
180.004120;-43.074162
180.340576;-41.138321
180.677032;-45.385399
181.013489;-45.417046
181.349945;-44.190971
181.686401;-43.360622
182.022858;-38.974617
182.359314;-43.374966
182.695770;-43.959957
183.032227;-41.520275
183.368683;-41.882492
183.705139;-41.274441
184.041595;-39.696018
184.378052;-40.297295
184.714508;-40.468018
185.050964;-40.802799
185.387421;-41.287491
185.723877;-39.954346
186.060333;-38.317097
186.396790;-37.936741
186.733246;-36.460522
187.069702;-40.819077
187.406158;-39.933365
187.742615;-40.721481
188.079071;-41.739407
188.415527;-37.501305
188.751984;-41.980392
189.088440;-42.499237
189.424896;-38.950420
189.761353;-39.409698
190.097809;-42.285316
190.434265;-44.249947
190.770721;-43.889179
191.107178;-39.794079
191.443634;-38.645245
191.780090;-43.206772
192.116547;-42.706318
192.453003;-41.370960
192.789459;-41.735210
193.125916;-37.946194
193.462372;-42.045002
193.798828;-43.681381
194.135284;-41.319904
194.471741;-40.489353
194.808197;-39.019871
195.144653;-40.040215
195.481110;-39.442001
195.817566;-37.064762
196.154022;-37.233055
196.490479;-36.782864
196.826935;-36.817635
197.163391;-37.097740
197.499847;-37.300480
197.836304;-36.547565
198.172760;-39.479942
198.509216;-40.475044
198.845673;-38.396999
199.182129;-40.655060
199.518585;-40.351757
199.855042;-42.752487
200.191498;-43.283474
200.527954;-38.364281
200.864410;-39.523064
201.200867;-41.704811
201.537323;-41.366920
201.873779;-39.935329
202.210236;-40.292156
