Fréquence (Hz);Niveau (dB)
138.619995;-41.484779
138.956451;-42.418579
139.292908;-44.684387
139.629364;-48.969204
139.965820;-52.691494
140.302277;-52.852119
140.638733;-51.593010
140.975189;-50.930458
141.311646;-50.596611
141.648102;-51.450813
141.984558;-53.620956
142.321014;-56.274029
142.657471;-57.190979
142.993927;-58.764877
143.330383;-57.205601
143.666840;-59.389896
144.003296;-62.992859
144.339752;-58.632545
144.676208;-57.736134
145.012665;-62.163280
145.349121;-60.905926
145.685577;-60.525272
146.022034;-64.193619
146.358490;-61.183605
146.694946;-59.322384
147.031403;-60.806084
147.367859;-60.049107
147.704315;-55.709881
148.040771;-54.232906
148.377228;-59.429653
148.713684;-58.930077
149.050140;-57.695442
149.386597;-58.409492
149.723053;-61.287247
150.059509;-62.567078
150.395966;-59.471462
150.732422;-56.080391
151.068878;-53.657845
151.405334;-51.083778
151.741791;-50.085785
152.078247;-51.868374
152.414703;-51.492397
152.751160;-50.508553
153.087616;-52.110760
153.424072;-53.042152
153.760529;-53.402988
154.096985;-53.511200
154.433441;-51.726471
154.769897;-51.756130
155.106354;-51.279629
155.442810;-50.808796
155.779266;-50.030899
156.115723;-48.822571
156.452179;-50.008106
156.788635;-49.900429
157.125092;-56.020073
157.461548;-57.884289
157.798004;-56.250023
158.134460;-52.934357
158.470917;-53.154865
158.807373;-54.144531
159.143829;-57.021164
159.480286;-52.355000
159.816742;-51.810036
160.153198;-54.359840
160.489655;-54.771061
160.826111;-58.191620
161.162567;-56.741150
161.499023;-57.005356
161.835480;-58.410683
162.171936;-59.818100
162.508392;-54.424389
162.844849;-55.558937
163.181305;-58.423775
163.517761;-61.005119
163.854218;-59.010670
164.190674;-58.137783
164.527130;-56.896378
164.863586;-57.862724
165.200043;-59.998718
165.536499;-58.881084
165.872955;-59.781609
166.209412;-57.024879
166.545868;-55.348801
166.882324;-55.988033
167.218781;-57.840866
167.555237;-54.309803
167.891693;-53.021400
168.228149;-51.382816
168.564606;-50.134201
168.901062;-50.781120
169.237518;-52.591412
169.573975;-53.856956
169.910431;-52.339756
170.246887;-46.313000
170.583344;-42.365311
170.919800;-40.255890
171.256256;-40.798378
171.592712;-42.713581
171.929169;-45.219593
172.265625;-45.381985
172.602081;-45.853485
172.938538;-46.116390
173.274994;-46.675449
173.611450;-44.889603
173.947906;-43.683754
174.284363;-43.049263
174.620819;-43.216499
174.957275;-41.974728
175.293732;-41.397621
175.630188;-42.300327
175.966644;-41.191547
176.303101;-41.074081
176.639557;-44.160023
176.976013;-47.879642
177.312469;-46.351711
177.648926;-43.039341
177.985382;-43.545517
178.321838;-46.363647
178.658295;-49.478855
178.994751;-51.499275
179.331207;-53.273033
179.667664;-55.258663
180.004120;-54.477798
180.340576;-53.862644
180.677032;-54.303677
181.013489;-52.559692
181.349945;-54.576561
181.686401;-55.964809
182.022858;-57.881977
182.359314;-61.443222
182.695770;-64.149818
183.032227;-62.333458
183.368683;-58.489002
183.705139;-60.359215
184.041595;-61.977715
184.378052;-60.399776
184.714508;-59.052799
185.050964;-59.349102
185.387421;-58.461052
185.723877;-58.347958
186.060333;-58.628643
186.396790;-57.169556
186.733246;-57.826183
187.069702;-58.394360
187.406158;-55.440231
187.742615;-53.109074
188.079071;-55.016159
188.415527;-59.684402
188.751984;-57.575409
189.088440;-60.530899
189.424896;-65.286728
189.761353;-60.090847
190.097809;-59.332432
190.434265;-58.311268
190.770721;-56.019154
191.107178;-55.762356
191.443634;-59.781075
191.780090;-55.952080
192.116547;-55.819805
192.453003;-61.752365
192.789459;-58.170277
193.125916;-56.903461
193.462372;-58.908726
193.798828;-55.195629
194.135284;-53.140400
194.471741;-54.486454
194.808197;-57.749393
195.144653;-60.603085
195.481110;-59.736431
195.817566;-57.979511
196.154022;-55.603256
196.490479;-55.155380
196.826935;-54.238792
197.163391;-54.527222
197.499847;-53.729969
197.836304;-55.849796
198.172760;-58.487999
198.509216;-52.766956
198.845673;-51.299664
199.182129;-51.298794
199.518585;-49.666912
199.855042;-48.910179
200.191498;-49.120567
200.527954;-50.218884
200.864410;-50.758213
201.200867;-51.159485
201.537323;-53.886909
201.873779;-53.134365
202.210236;-47.972469
202.546692;-45.255764
202.883148;-45.608379
203.219604;-45.899017
203.556061;-43.972279
203.892517;-44.930370
204.228973;-49.415806
204.565430;-47.510082
204.901886;-44.292332
205.238342;-42.099972
205.574799;-41.461819
205.911255;-40.616776
206.247711;-40.546913
206.584167;-41.795990
206.920624;-43.038784
207.257080;-41.796864
207.593536;-41.431824
207.929993;-42.599438
208.266449;-42.455269
208.602905;-41.331543
208.939362;-39.796947
209.275818;-39.715523
209.612274;-40.879993
209.948730;-41.517250
210.285187;-40.086735
210.621643;-39.670502
210.958099;-41.772129
211.294556;-44.523418
211.631012;-46.735798
211.967468;-48.161499
212.303925;-47.317711
212.640381;-47.225494
212.976837;-48.322273
213.313293;-49.493969
213.649750;-51.585457
213.986206;-50.023075
214.322662;-47.884457
214.659119;-50.220375
214.995575;-53.422379
215.332031;-53.047134
215.668488;-53.374496
216.004944;-52.508698
216.341400;-53.118958
216.677856;-57.418674
217.014313;-60.318657
217.350769;-58.855366
217.687225;-60.317856
218.023682;-56.784561
218.360138;-56.446625
218.696594;-59.253727
219.033051;-58.150368
219.369507;-57.693398
219.705963;-58.789993
220.042419;-60.316734
220.378876;-58.493195
220.715332;-58.656586
221.051788;-57.823181
221.388245;-57.902859
221.724701;-58.824409
222.061157;-57.349514
222.397614;-58.592064
222.734070;-60.198654
223.070526;-57.781921
223.406982;-56.192238
223.743439;-54.644810
224.079895;-53.141254
224.416351;-54.518753
224.752808;-55.314610
225.089264;-56.089298
225.425720;-55.374310
225.762177;-55.346649
226.098633;-55.773174
226.435089;-56.398258
226.771545;-56.455452
227.108002;-57.383228
227.444458;-60.382896
227.780914;-60.258465
228.117371;-57.387573
228.453827;-54.595535
228.790283;-55.839558
229.126740;-54.424809
229.463196;-52.109585
229.799652;-52.854317
230.136108;-53.081772
230.472565;-50.863567
230.809021;-48.280773
231.145477;-46.406246
231.481934;-44.515427
231.818390;-43.904449
232.154846;-44.486908
232.491302;-46.447124
232.827759;-50.552277
233.164215;-54.246105
233.500671;-52.214527
233.837128;-51.406693
234.173584;-49.470280
234.510040;-50.368729
234.846497;-50.650810
235.182953;-49.743492
235.519409;-46.755569
235.855865;-44.355663
236.192322;-43.375301
236.528778;-45.010979
236.865234;-48.825130
237.201691;-54.130764
237.538147;-53.689278
237.874603;-53.671631
238.211060;-57.090843
238.547516;-57.168755
238.883972;-57.540989
239.220428;-57.056759
239.556885;-54.667561
239.893341;-53.949940
240.229797;-56.038181
240.566254;-55.616825
240.902710;-57.148510
241.239166;-59.197575
241.575623;-57.797207
241.912079;-56.021381
242.248535;-59.564659
242.584991;-57.105587
242.921448;-58.229488
243.257904;-56.054821
243.594360;-58.904797
243.930817;-56.094551
244.267273;-57.894188
244.603729;-56.568405
244.940186;-55.976616
245.276642;-58.171944
245.613098;-55.643524
245.949554;-57.023811
246.286011;-57.995747
246.622467;-59.072670
246.958923;-60.976879
247.295380;-56.286343
247.631836;-54.662968
247.968292;-54.536171
248.304749;-56.156708
248.641205;-59.576622
248.977661;-57.077702
249.314117;-58.468452
249.650574;-57.096233
249.987030;-58.258137
250.323486;-55.655518
250.659943;-50.717075
250.996399;-51.799129
251.332855;-50.566700
251.669312;-49.640228
252.005768;-49.023079
252.342224;-46.605026
252.678680;-47.544338
253.015137;-45.502922
253.351593;-44.620800
253.688049;-45.379124
254.024506;-46.608269
254.360962;-49.403061
254.697418;-52.947578
255.033875;-53.889484
255.370331;-51.756741
255.706787;-49.211136
256.043243;-46.523613
256.379700;-44.336208
256.716156;-44.371815
257.052612;-43.209721
257.389069;-41.727398
257.725525;-44.527237
258.061981;-44.688858
258.398438;-40.899704
258.734894;-37.086655
259.071350;-36.786354
259.407806;-37.020901
259.744263;-39.494751
260.080719;-44.206490
260.417175;-41.844212
260.753632;-41.337860
261.090088;-41.564819
261.426544;-42.677025
261.763000;-43.419212
262.099457;-42.112038
262.435913;-40.580769
262.772369;-39.705872
263.108826;-39.912071
263.445282;-40.072296
263.781738;-42.235794
264.118195;-42.536270
264.454651;-42.485035
264.791107;-41.692635
265.127563;-40.618465
265.464020;-40.601177
265.800476;-41.647839
266.136932;-43.161102
266.473389;-46.490143
266.809845;-45.656380
267.146301;-45.819580
267.482758;-48.465908
267.819214;-48.917530
268.155670;-47.605984
268.492126;-46.889267
268.828583;-49.158958
269.165039;-48.690418
269.501495;-50.752541
269.837952;-49.871685
270.174408;-47.496330
270.510864;-47.680702
270.847321;-49.742313
271.183777;-50.725170
271.520233;-48.800293
271.856689;-45.934799
272.193146;-45.522808
272.529602;-47.295029
272.866058;-46.762970
273.202515;-45.390160
273.538971;-43.984947
273.875427;-44.030579
274.211884;-45.507172
274.548340;-45.531853
274.884796;-44.923714
275.221252;-44.750992
275.557709;-44.148582
275.894165;-41.901802
276.230621;-40.881706
276.567078;-40.723446
276.903534;-40.845150
277.239990;-40.714798
277.576447;-40.477501
277.912903;-41.329937
278.249359;-43.705215
278.585815;-45.029167
278.922272;-45.512245
279.258728;-46.270370
279.595184;-51.586067
279.931641;-52.049400
280.268097;-49.054272
280.604553;-47.321999
280.941010;-46.288521
281.277466;-45.487274
281.613922;-45.355148
281.950378;-45.634682
282.286835;-47.130402
282.623291;-51.795235
282.959747;-52.368889
283.296204;-51.185741
283.632660;-48.721035
283.969116;-48.379997
284.305573;-53.561264
284.642029;-53.648483
284.978485;-51.683987
285.314941;-52.177872
285.651398;-52.213512
285.987854;-51.511078
286.324310;-52.455406
286.660767;-55.394897
286.997223;-56.462269
287.333679;-55.883728
287.670135;-57.987537
288.006592;-54.400894
288.343048;-54.258560
288.679504;-53.896240
289.015961;-51.087494
289.352417;-53.269962
289.688873;-55.913216
290.025330;-54.324024
290.361786;-56.054070
290.698242;-57.259003
291.034698;-55.943439
291.371155;-56.653946
291.707611;-58.433754
292.044067;-63.025444
292.380524;-60.052391
292.716980;-58.119526
293.053436;-53.746643
293.389893;-55.103683
293.726349;-56.060425
294.062805;-50.641712
294.399261;-51.384666
294.735718;-55.899494
295.072174;-54.486233
295.408630;-50.333916
295.745087;-52.876156
296.081543;-53.680504
296.417999;-53.177162
296.754456;-53.891678
297.090912;-56.456276
297.427368;-52.252357
297.763824;-51.090691
298.100281;-52.395435
298.436737;-49.452271
298.773193;-50.758511
299.109650;-49.798660
299.446106;-52.139385
299.782562;-50.923523
300.119019;-46.193039
300.455475;-47.571102
300.791931;-48.449039
301.128387;-50.633350
301.464844;-49.198833
301.801300;-44.973869
302.137756;-44.460011
302.474213;-46.838783
302.810669;-46.993073
303.147125;-46.202320
303.483582;-46.189251
303.820038;-46.702049
304.156494;-49.181122
304.492950;-46.795952
304.829407;-48.664658
305.165863;-46.200436
305.502319;-46.353634
305.838776;-46.691254
306.175232;-44.977570
306.511688;-48.330212
306.848145;-45.279671
307.184601;-45.502052
307.521057;-45.444515
307.857513;-41.765171
308.193970;-40.546097
308.530426;-44.202522
308.866882;-44.469822
309.203339;-41.859303
309.539795;-42.820583
309.876251;-48.505741
310.212708;-42.255264
310.549164;-43.485817
310.885620;-41.238384
311.222076;-41.659958
311.558533;-44.269939
311.894989;-41.577011
312.231445;-41.942196
312.567902;-43.229836
312.904358;-45.297432
313.240814;-46.427513
313.577271;-44.360378
313.913727;-42.349808
314.250183;-40.460560
314.586639;-40.258137
314.923096;-40.863846
315.259552;-41.984436
315.596008;-45.071110
315.932465;-47.214100
316.268921;-44.647930
316.605377;-44.589275
316.941833;-47.062881
317.278290;-49.166382
317.614746;-46.073708
317.951202;-48.039524
318.287659;-45.997276
318.624115;-48.426029
318.960571;-50.473259
319.297028;-47.452057
319.633484;-49.745823
319.969940;-47.776691
320.306396;-49.625916
320.642853;-47.631893
320.979309;-48.804890
321.315765;-51.461277
321.652222;-49.788059
321.988678;-49.555191
322.325134;-53.036057
322.661591;-53.317860
322.998047;-52.892910
323.334503;-51.635712
323.670959;-52.943493
324.007416;-49.887291
324.343872;-48.190353
324.680328;-49.720165
325.016785;-50.551628
325.353241;-51.955132
325.689697;-56.506340
326.026154;-54.941803
326.362610;-53.140656
326.699066;-55.570133
327.035522;-55.450684
327.371979;-54.899746
327.708435;-52.155327
328.044891;-50.366837
328.381348;-49.820488
328.717804;-51.971394
329.054260;-53.740784
329.390717;-51.606495
329.727173;-53.815910
330.063629;-56.111439
330.400085;-51.335636
330.736542;-49.610081
331.072998;-51.063156
331.409454;-48.388676
331.745911;-46.880535
332.082367;-47.511387
332.418823;-49.144787
332.755280;-44.508713
333.091736;-44.435261
333.428192;-48.325684
333.764648;-51.030678
334.101105;-48.468712
334.437561;-45.897446
334.774017;-46.002834
335.110474;-48.017399
335.446930;-48.324333
335.783386;-50.795166
336.119843;-47.461262
336.456299;-46.729076
336.792755;-45.122719
337.129211;-45.462959
337.465668;-46.170033
337.802124;-46.557667
338.138580;-46.254597
338.475037;-46.184284
338.811493;-44.874729
339.147949;-39.930676
339.484406;-38.037281
339.820862;-41.075878
